uniqid,isocntry,d63,qb7_2,class,trusttradm,trustwebonly,trustallm,trustnom,polorient,mediatrust
90006780,CZ,3,1,MiddleClass,1,1,0,0,Right,TrustWebOnly
250006781,LV,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
30006782,BE,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
90006783,CZ,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
230006784,LT,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
90006785,CZ,3,1,MiddleClass,0,1,0,0,FarRight,TrustWebOnly
90006786,CZ,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
30006787,BE,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
60006788,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
90006789,CZ,3,1,MiddleClass,0,0,0,1,Left,TrustNone
240006790,LU,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
130006791,GR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
90006792,CZ,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
130006793,GR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
90006794,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006795,CZ,4,1,UpperMiddleClass,0,0,0,1,Right,TrustNone
370006796,SK,2,1,LowerMiddle,0,1,0,0,Left,TrustWebOnly
90006797,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
130006798,GR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360006799,SI,1,1,WorkingClass,0,0,0,1,FarLeft,TrustNone
90006800,CZ,3,1,MiddleClass,1,1,1,0,Center,TrustAll
240006801,LU,3,1,MiddleClass,0,0,0,1,Center,TrustNone
60006802,CH,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
360006803,SI,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
60006804,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
90006805,CZ,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
30006806,BE,1,1,WorkingClass,0,0,0,1,FarRight,TrustNone
370006807,SK,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006808,CZ,3,1,MiddleClass,0,0,0,1,Right,TrustNone
90006809,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006810,CZ,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
130006811,GR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60006812,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
130006813,GR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006814,CZ,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
230006815,LT,2,1,LowerMiddle,0,1,0,0,Center,TrustWebOnly
90006816,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
60006817,CH,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
130006818,GR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60006819,CH,3,NA,MiddleClass,1,0,0,0,FarRight,TrustTrad
90006820,CZ,5,1,UpperClass,0,1,0,0,FarRight,TrustWebOnly
90006821,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
90006822,CZ,3,1,MiddleClass,1,1,1,0,Right,TrustAll
120006823,EE,4,2,UpperMiddleClass,0,1,0,0,Center,TrustWebOnly
90006824,CZ,4,1,UpperMiddleClass,1,0,0,0,FarLeft,TrustTrad
60006825,CH,4,NA,UpperMiddleClass,0,1,0,0,Center,TrustWebOnly
90006826,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360006827,SI,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
60006828,CH,3,NA,MiddleClass,0,0,0,1,FarRight,TrustNone
30006829,BE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60006830,CH,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
90006831,CZ,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
90006832,CZ,4,1,UpperMiddleClass,0,0,0,1,Left,TrustNone
90006833,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
190006834,IE,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
60006835,CH,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
60006836,CH,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
130006837,GR,3,1,MiddleClass,1,1,0,0,FarRight,TrustWebOnly
60006838,CH,4,NA,UpperMiddleClass,0,0,0,1,Center,TrustNone
230006839,LT,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60006840,CH,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
120006841,EE,3,1,MiddleClass,0,1,0,0,Right,TrustWebOnly
60006842,CH,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
90006843,CZ,3,1,MiddleClass,1,1,0,0,Right,TrustWebOnly
190006844,IE,1,1,WorkingClass,0,0,0,1,Right,TrustNone
90006845,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
190006846,IE,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
60006847,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
90006848,CZ,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
190006849,IE,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
60006850,CH,4,NA,UpperMiddleClass,0,1,0,0,Center,TrustWebOnly
90006851,CZ,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
240006852,LU,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
230006853,LT,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
240006854,LU,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006855,CZ,4,1,UpperMiddleClass,0,0,0,1,Center,TrustNone
90006856,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
60006857,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
190006858,IE,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
240006859,LU,4,2,UpperMiddleClass,1,0,0,0,FarLeft,TrustTrad
90006860,CZ,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
190006861,IE,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
90006862,CZ,3,1,MiddleClass,1,1,1,0,Center,TrustAll
90006863,CZ,3,1,MiddleClass,1,1,0,0,Right,TrustWebOnly
190006864,IE,3,1,MiddleClass,1,1,1,0,Right,TrustAll
230006865,LT,3,1,MiddleClass,1,1,1,0,Right,TrustAll
240006866,LU,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
240006867,LU,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
190006868,IE,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
190006869,IE,1,1,WorkingClass,0,0,0,1,Right,TrustNone
190006870,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006871,CZ,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
90006872,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
30006873,BE,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
370006874,SK,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
130006875,GR,4,2,UpperMiddleClass,0,0,0,1,Center,TrustNone
190006876,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360006877,SI,2,2,LowerMiddle,0,0,0,0,FarLeft,Other
240006878,LU,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
240006879,LU,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90006880,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
30006881,BE,3,2,MiddleClass,1,1,1,0,Left,TrustAll
60006882,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
190006883,IE,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
90006884,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006885,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
190006886,IE,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
60006887,CH,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
190006888,IE,1,1,WorkingClass,1,1,1,0,Center,TrustAll
60006889,CH,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
60006890,CH,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
60006891,CH,2,NA,LowerMiddle,0,1,0,0,Right,TrustWebOnly
190006892,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
230006893,LT,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
90006894,CZ,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
30006895,BE,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
60006896,CH,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
190006897,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
190006898,IE,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
30006899,BE,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
90006900,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006901,CZ,3,2,MiddleClass,0,1,0,0,Right,TrustWebOnly
90006902,CZ,3,1,MiddleClass,1,1,1,0,Right,TrustAll
90006903,CZ,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
90006904,CZ,3,2,MiddleClass,1,1,1,0,Center,TrustAll
370006905,SK,3,2,MiddleClass,0,0,0,1,Center,TrustNone
90006906,CZ,4,1,UpperMiddleClass,1,1,1,0,Right,TrustAll
60006907,CH,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
60006908,CH,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
240006909,LU,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
90006910,CZ,2,1,LowerMiddle,0,0,0,1,Right,TrustNone
60006911,CH,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
90006912,CZ,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
370006913,SK,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
60006914,CH,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
90006915,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
190006916,IE,3,1,MiddleClass,1,1,1,0,Center,TrustAll
370006917,SK,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90006918,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006919,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
90006920,CZ,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
130006921,GR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
190006922,IE,3,1,MiddleClass,0,0,0,1,Right,TrustNone
30006923,BE,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
90006924,CZ,3,1,MiddleClass,1,1,1,0,Center,TrustAll
30006925,BE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006926,CZ,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
30006927,BE,3,1,MiddleClass,1,1,1,0,Right,TrustAll
30006928,BE,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
190006929,IE,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
60006930,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
60006931,CH,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
240006932,LU,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
90006933,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
360006934,SI,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
60006935,CH,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
370006936,SK,2,1,LowerMiddle,0,1,0,0,Center,TrustWebOnly
230006937,LT,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
30006938,BE,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
90006939,CZ,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
60006940,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
90006941,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006942,CZ,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
190006943,IE,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
190006944,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006945,CZ,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
90006946,CZ,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
60006947,CH,2,NA,LowerMiddle,0,0,0,1,Center,TrustNone
60006948,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
90006949,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
190006950,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006951,CZ,3,1,MiddleClass,1,1,1,0,Right,TrustAll
190006952,IE,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
190006953,IE,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
190006954,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60006955,CH,2,NA,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
250006956,LV,3,2,MiddleClass,1,1,1,0,Center,TrustAll
360006957,SI,1,2,WorkingClass,0,0,0,1,Center,TrustNone
60006958,CH,9,NA,Other/None/DN/Refused,0,0,0,1,Refused/DNt,TrustNone
90006959,CZ,2,2,LowerMiddle,1,0,0,0,Right,TrustTrad
240006960,LU,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
290006961,NL,1,2,WorkingClass,1,0,0,0,Left,TrustTrad
60006962,CH,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
60006963,CH,3,NA,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
240006964,LU,4,2,UpperMiddleClass,0,0,0,1,Center,TrustNone
90006965,CZ,3,1,MiddleClass,1,1,0,0,Right,TrustWebOnly
360006966,SI,2,2,LowerMiddle,1,1,0,0,Left,TrustWebOnly
30006967,BE,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
90006968,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
120006969,EE,3,1,MiddleClass,1,1,1,0,Right,TrustAll
190006970,IE,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
90006971,CZ,3,2,MiddleClass,1,0,0,0,Right,TrustTrad
90006972,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
90006973,CZ,3,1,MiddleClass,0,0,0,1,Right,TrustNone
190006974,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
30006975,BE,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
90006976,CZ,5,1,UpperClass,1,0,0,0,Center,TrustTrad
90006977,CZ,4,1,UpperMiddleClass,1,0,0,0,FarRight,TrustTrad
30006978,BE,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
110006979,DK,1,2,WorkingClass,1,0,0,0,FarLeft,TrustTrad
90006980,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90006981,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90006982,CZ,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
90006983,CZ,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
130006984,GR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
240006985,LU,3,1,MiddleClass,0,0,0,1,Right,TrustNone
60006986,CH,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
240006987,LU,4,1,UpperMiddleClass,1,0,0,0,FarRight,TrustTrad
90006988,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90006989,CZ,1,2,WorkingClass,1,0,0,0,FarLeft,TrustTrad
240006990,LU,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
60006991,CH,2,NA,LowerMiddle,0,0,0,0,FarLeft,Other
60006992,CH,2,NA,LowerMiddle,0,1,0,0,FarLeft,TrustWebOnly
30006993,BE,3,1,MiddleClass,0,0,0,1,Center,TrustNone
60006994,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
370006995,SK,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
240006996,LU,2,2,LowerMiddle,0,1,0,0,FarLeft,TrustWebOnly
90006997,CZ,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
240006998,LU,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
90006999,CZ,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
190007000,IE,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
230007001,LT,1,1,WorkingClass,0,0,0,1,Center,TrustNone
360007002,SI,3,1,MiddleClass,0,0,0,1,Left,TrustNone
60007003,CH,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
60007004,CH,2,NA,LowerMiddle,0,1,0,0,Center,TrustWebOnly
90007005,CZ,3,1,MiddleClass,0,0,0,1,Left,TrustNone
90007006,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
90007007,CZ,4,2,UpperMiddleClass,0,0,0,1,Right,TrustNone
190007008,IE,4,1,UpperMiddleClass,1,1,1,0,Right,TrustAll
120007009,EE,3,2,MiddleClass,1,1,0,0,Center,TrustWebOnly
90007010,CZ,2,2,LowerMiddle,1,1,1,0,FarRight,TrustAll
60007011,CH,3,NA,MiddleClass,1,0,0,0,FarLeft,TrustTrad
30007012,BE,8,4,Other/None/DN/Refused,1,0,0,0,Refused/DNt,TrustTrad
30007013,BE,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
90007014,CZ,2,1,LowerMiddle,1,1,1,0,Center,TrustAll
120007015,EE,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
240007016,LU,2,1,LowerMiddle,0,0,0,1,FarRight,TrustNone
60007017,CH,4,NA,UpperMiddleClass,1,1,1,0,Right,TrustAll
60007018,CH,1,NA,WorkingClass,1,0,0,0,Left,TrustTrad
120007019,EE,3,2,MiddleClass,1,0,0,0,Right,TrustTrad
60007020,CH,3,NA,MiddleClass,0,0,0,1,Left,TrustNone
240007021,LU,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
130007022,GR,4,1,UpperMiddleClass,0,1,0,0,Center,TrustWebOnly
30007023,BE,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
90007024,CZ,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
120007025,EE,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
290007026,NL,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
240007027,LU,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60007028,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
60007029,CH,4,NA,UpperMiddleClass,1,0,0,0,Left,TrustTrad
360007030,SI,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60007031,CH,2,NA,LowerMiddle,1,0,0,0,Center,TrustTrad
60007032,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
60007033,CH,2,NA,LowerMiddle,1,0,0,0,Left,TrustTrad
110007034,DK,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
230007035,LT,1,1,WorkingClass,0,1,0,0,Center,TrustWebOnly
30007036,BE,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
370007037,SK,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90007038,CZ,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
240007039,LU,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90007040,CZ,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
60007041,CH,2,NA,LowerMiddle,1,0,0,0,FarRight,TrustTrad
90007042,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
30007043,BE,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
360007044,SI,3,1,MiddleClass,0,1,0,0,Right,TrustWebOnly
90007045,CZ,2,2,LowerMiddle,1,0,0,0,FarRight,TrustTrad
60007046,CH,2,NA,LowerMiddle,0,0,0,1,FarLeft,TrustNone
30007047,BE,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
60007048,CH,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
90007049,CZ,4,1,UpperMiddleClass,1,1,1,0,FarLeft,TrustAll
370007050,SK,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
60007051,CH,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
60007052,CH,1,NA,WorkingClass,1,0,0,0,FarLeft,TrustTrad
60007053,CH,4,NA,UpperMiddleClass,1,0,0,0,FarLeft,TrustTrad
120007054,EE,3,1,MiddleClass,1,1,1,0,Center,TrustAll
90007055,CZ,3,1,MiddleClass,1,1,1,0,Right,TrustAll
290007056,NL,3,2,MiddleClass,1,0,0,0,FarRight,TrustTrad
120007057,EE,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
60007058,CH,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
90007059,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90007060,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
360007061,SI,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
120007062,EE,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
240007063,LU,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
290007064,NL,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
30007065,BE,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
90007066,CZ,3,2,MiddleClass,1,0,0,0,Right,TrustTrad
90007067,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
90007068,CZ,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
60007069,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
60007070,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
60007071,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
90007072,CZ,4,1,UpperMiddleClass,0,1,0,0,Refused/DNt,TrustWebOnly
360007073,SI,4,2,UpperMiddleClass,0,1,0,0,Center,TrustWebOnly
60007074,CH,3,NA,MiddleClass,1,0,0,0,Center,TrustTrad
240007075,LU,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
120007076,EE,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
60007077,CH,3,NA,MiddleClass,0,0,0,1,Center,TrustNone
60007078,CH,2,NA,LowerMiddle,0,0,0,1,Right,TrustNone
250007079,LV,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
60007080,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
90007081,CZ,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
90007082,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90007083,CZ,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
60007084,CH,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
110007085,DK,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
240007086,LU,3,2,MiddleClass,0,0,0,1,Center,TrustNone
30007087,BE,3,1,MiddleClass,1,1,0,0,Left,TrustWebOnly
60007088,CH,4,NA,UpperMiddleClass,1,0,0,0,Center,TrustTrad
90007089,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90007090,CZ,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
130007091,GR,4,2,UpperMiddleClass,1,1,0,0,Right,TrustWebOnly
90007092,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
130007093,GR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
360007094,SI,1,1,WorkingClass,0,0,0,1,Right,TrustNone
60007095,CH,1,NA,WorkingClass,0,0,0,1,Right,TrustNone
370007096,SK,5,1,UpperClass,0,0,0,1,FarLeft,TrustNone
90007097,CZ,3,2,MiddleClass,1,0,0,0,Right,TrustTrad
90007098,CZ,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
30007099,BE,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
90007100,CZ,3,1,MiddleClass,0,0,0,1,Center,TrustNone
90007101,CZ,3,1,MiddleClass,1,1,0,0,Right,TrustWebOnly
90007102,CZ,3,2,MiddleClass,0,0,0,1,Right,TrustNone
60007103,CH,2,NA,LowerMiddle,1,0,0,0,Right,TrustTrad
30007104,BE,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
130007105,GR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
30007106,BE,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
90007107,CZ,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
30007108,BE,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
60007109,CH,1,NA,WorkingClass,0,0,0,1,Center,TrustNone
30007110,BE,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
30007111,BE,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
370007112,SK,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
60007113,CH,3,NA,MiddleClass,1,0,0,0,Right,TrustTrad
360007114,SI,1,1,WorkingClass,0,0,0,1,Center,TrustNone
90007115,CZ,3,2,MiddleClass,0,0,0,1,Center,TrustNone
90007116,CZ,2,1,LowerMiddle,0,0,0,1,Right,TrustNone
90007117,CZ,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
90007118,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
190007119,IE,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
90007120,CZ,4,2,UpperMiddleClass,1,0,0,0,Right,TrustTrad
60007121,CH,3,NA,MiddleClass,0,0,0,1,Right,TrustNone
240007122,LU,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
280007123,MT,3,1,MiddleClass,0,0,0,1,FarLeft,TrustNone
360007124,SI,3,1,MiddleClass,0,0,0,1,FarLeft,TrustNone
280007125,MT,1,1,WorkingClass,0,1,0,0,Center,TrustWebOnly
90007126,CZ,3,1,MiddleClass,1,1,1,0,Center,TrustAll
190007127,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90007128,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90007129,CZ,2,1,LowerMiddle,1,0,0,0,FarRight,TrustTrad
60007130,CH,3,NA,MiddleClass,1,1,1,0,Center,TrustAll
240007131,LU,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
280007132,MT,1,1,WorkingClass,0,0,0,1,Center,TrustNone
250007133,LV,4,1,UpperMiddleClass,0,0,0,1,Left,TrustNone
90007134,CZ,4,1,UpperMiddleClass,1,1,1,0,Center,TrustAll
350007135,SE,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
90007136,CZ,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
280007137,MT,3,1,MiddleClass,0,0,0,1,Left,TrustNone
60007138,CH,4,NA,UpperMiddleClass,1,1,1,0,Center,TrustAll
280007139,MT,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
60007140,CH,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
30007141,BE,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
60007142,CH,3,NA,MiddleClass,1,0,0,0,Left,TrustTrad
30007143,BE,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
280007144,MT,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
360007145,SI,2,1,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
190007146,IE,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
90007147,CZ,5,1,UpperClass,1,0,0,0,Right,TrustTrad
60007148,CH,4,NA,UpperMiddleClass,1,0,0,0,Right,TrustTrad
30007149,BE,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
240007150,LU,5,2,UpperClass,1,0,0,0,Left,TrustTrad
