,uniqid,d63,class,polorient,mediatrust,trustnom,trustallm,trustwebonly,trusttradm,qa6a_1,qa6a_2,qa6a_5,qa6a_3,qa6at,qa6a_4,d63,d15a,d1r2,d1,d11r1,d10,d1r1,d15a_r1,d11,d11r2,d15a_r2
786,402738621,3,WorkingClass,FarLeft,TrustTrad,0,0,0,0,2,2,2,1,1,3,3,3,3,7,3,2,3,2,84,4,7
787,426944329,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,2,1,2,1,3,5,9,10,1,1,3,3,35,1,5
788,444763913,3,MiddleClass,FarRight,TrustTrad,0,0,0,1,2,2,2,1,1,3,3,2,5,2,3,1,3,2,65,6,2
789,203270758,2,MiddleClass,Right,TrustAll,0,0,0,1,1,1,2,1,1,1,2,5,1,6,3,1,1,1,28,5,3
790,458623881,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,2,3,4,3,2,3,1,2,2,73,2,1
791,475609154,2,LowerMiddle,Refused/DNt,TrustWebOnly,1,0,0,0,3,2,2,3,3,3,2,3,9,97,2,1,9,3,68,5,5
792,303164534,3,MiddleClass,Refused/DNt,TrustWebOnly,0,0,0,0,2,2,3,2,3,1,3,4,3,8,4,1,3,3,61,6,5
793,445373712,1,MiddleClass,FarRight,TrustNone,0,0,0,1,2,3,2,1,2,1,1,17,2,98,2,1,3,3,102,2,3
794,476908560,3,WorkingClass,Right,TrustNone,0,0,0,1,2,2,2,2,3,2,3,0,3,6,3,1,1,2,93,3,5
795,370229983,3,MiddleClass,Center,TrustNone,0,0,0,1,2,1,2,1,1,1,3,4,3,5,4,1,1,2,28,3,3
796,-1789286,4,WorkingClass,Refused/DNt,TrustNone,0,0,0,0,2,2,3,2,3,2,4,4,3,9,3,2,9,3,63,2,4
797,461395665,3,UpperMiddleClass,FarRight,TrustTrad,0,0,0,0,1,2,2,2,2,1,3,1,3,9,2,1,2,2,93,5,4
798,258598430,3,UpperClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,16,2,3,2,1,2,1,25,2,6
799,378941331,3,UpperMiddleClass,Right,TrustTrad,1,0,0,1,1,1,2,1,2,1,3,4,2,8,3,1,2,2,57,3,7
800,396466269,3,UpperClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,10,2,6,3,2,2,2,53,2,6
801,31110400,3,LowerMiddle,FarRight,TrustNone,1,0,0,1,2,1,2,1,3,2,3,0,3,9,4,2,1,2,66,5,8
802,431438583,4,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,2,2,1,4,19,3,10,3,2,3,3,47,5,2
803,421767298,1,LowerMiddle,Refused/DNt,TrustNone,0,0,0,1,1,2,1,1,2,2,1,1,2,7,3,1,3,2,90,2,6
804,254720899,3,MiddleClass,Refused/DNt,TrustWebOnly,0,0,1,0,2,2,2,2,2,1,3,14,1,8,3,1,1,2,78,2,7
805,429516142,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,11,2,10,4,1,2,3,59,5,1
806,303176505,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,16,2,4,1,1,1,3,82,4,4
807,297190229,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,1,1,3,0,2,3,3,1,3,2,24,4,2
808,487540557,1,LowerMiddle,Center,TrustTrad,0,0,0,1,1,2,3,2,3,1,1,13,4,1,2,1,1,2,38,3,7
809,356514684,1,MiddleClass,Center,TrustTrad,0,0,0,0,1,1,2,1,1,2,1,4,2,6,4,1,9,3,74,5,7
810,415141174,3,WorkingClass,Right,TrustNone,0,0,0,1,2,1,2,2,1,3,3,0,3,1,3,2,1,3,71,4,8
811,260352453,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,9,1,4,2,1,1,1,83,5,4
812,256431710,4,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,1,1,2,2,4,0,4,5,3,1,3,3,87,2,4
813,347248896,1,LowerMiddle,Refused/DNt,TrustNone,0,0,0,0,2,2,3,2,1,1,1,12,5,5,1,1,3,3,92,2,8
814,80112641,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,3,2,3,3,1,2,2,40,3,6
815,157275930,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,1,3,16,2,2,3,1,1,2,62,5,4
816,6928863,1,WorkingClass,Center,TrustNone,1,0,0,1,2,1,1,3,2,2,1,3,3,4,3,2,2,3,68,2,4
817,267917630,2,WorkingClass,Right,TrustNone,0,0,0,1,2,1,1,2,2,1,2,9,5,9,2,1,1,1,78,6,6
818,471625956,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,2,1,2,2,1,3,0,2,9,3,1,3,2,48,3,3
819,402466488,3,WorkingClass,FarLeft,TrustNone,0,0,0,0,2,2,3,2,3,2,3,0,5,9,4,2,3,3,40,5,4
820,476615634,1,LowerMiddle,Right,TrustNone,1,0,0,0,2,1,1,1,3,1,1,15,3,7,2,1,3,2,98,3,7
821,103915293,1,MiddleClass,Refused/DNt,TrustAll,1,0,0,0,2,2,2,2,3,2,1,0,2,97,4,2,2,1,78,2,6
822,220989082,3,UpperMiddleClass,FarLeft,TrustTrad,0,0,0,1,1,3,1,1,2,2,3,15,4,3,3,1,1,2,18,4,1
823,484443275,3,LowerMiddle,FarLeft,TrustNone,0,0,0,1,1,1,2,1,1,1,3,20,4,8,3,1,2,2,51,4,5
824,47213962,1,LowerMiddle,FarRight,TrustNone,0,0,0,0,2,2,1,2,3,3,1,13,5,1,3,2,9,3,53,6,6
825,129427030,1,WorkingClass,Right,TrustAll,0,0,0,0,1,2,2,1,3,1,1,3,3,98,4,1,2,3,81,2,6
826,84989786,2,WorkingClass,Center,TrustTrad,0,0,0,1,2,2,2,2,3,1,2,11,4,4,3,1,2,3,94,4,8
827,440702421,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,12,2,6,2,2,3,2,78,6,5
828,226159345,3,LowerMiddle,Left,TrustTrad,0,0,0,1,2,2,2,1,2,1,3,18,4,3,1,1,2,3,98,1,8
829,468180835,3,UpperMiddleClass,FarLeft,TrustNone,0,0,0,1,1,2,1,2,1,1,3,12,2,4,4,1,2,3,40,5,4
830,423134520,2,MiddleClass,Center,TrustTrad,0,0,1,1,3,2,2,2,3,1,2,4,2,8,3,1,3,2,52,1,4
831,289169002,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,14,2,3,2,1,1,2,61,4,7
832,344569184,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,4,3,8,1,1,1,2,67,4,2
833,-5561478,3,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,2,1,1,2,1,3,2,2,5,3,1,3,1,23,2,8
834,455395318,1,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,2,2,1,1,3,2,5,3,2,1,2,63,2,6
835,223890473,1,WorkingClass,Refused/DNt,TrustTrad,1,0,0,0,2,3,3,2,3,2,1,5,9,3,4,2,2,2,73,3,6
836,215750520,4,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,4,9,2,3,3,2,3,2,39,2,7
837,366889238,3,MiddleClass,Center,TrustNone,0,0,0,1,1,1,2,2,2,1,3,3,9,3,2,2,2,2,65,4,8
838,431448349,1,MiddleClass,Left,TrustNone,0,0,0,1,2,2,2,3,3,1,1,4,1,2,2,1,1,3,67,5,7
839,433107113,3,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,1,1,2,3,2,3,12,9,9,3,2,9,3,50,5,7
840,268639977,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,0,2,9,3,1,3,2,20,2,4
841,358952777,3,MiddleClass,FarRight,TrustWebOnly,0,0,0,1,3,2,1,1,2,1,3,17,3,3,4,1,3,1,72,4,8
842,306945466,3,MiddleClass,Left,TrustNone,0,0,0,1,1,1,2,1,2,2,3,13,2,3,1,1,1,2,78,5,1
843,315807991,3,MiddleClass,Left,TrustTrad,0,0,0,0,1,3,1,1,1,1,3,0,4,6,1,1,2,2,66,5,1
844,-31265383,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,1,1,3,3,4,7,2,1,3,1,86,4,7
845,33086535,3,MiddleClass,Center,TrustNone,0,0,0,1,1,1,2,1,2,1,3,20,3,9,3,1,2,2,6,4,1
846,162604129,3,UpperMiddleClass,Center,TrustTrad,0,0,0,1,2,1,2,1,2,2,3,5,2,6,2,1,3,2,25,5,2
847,220737446,3,UpperClass,Center,TrustAll,0,0,0,0,1,1,2,1,2,1,3,10,2,2,1,1,2,3,62,2,3
848,256145175,3,MiddleClass,FarLeft,TrustTrad,0,0,0,1,1,1,1,2,2,2,3,4,3,6,3,1,1,2,41,2,3
849,478486662,1,WorkingClass,FarLeft,TrustNone,1,0,0,0,2,2,3,1,3,2,1,0,3,6,3,1,1,3,87,5,7
850,230226251,3,WorkingClass,FarLeft,TrustWebOnly,0,0,0,1,2,1,1,2,3,2,3,0,4,9,4,2,1,3,67,2,7
851,474837729,3,MiddleClass,Center,Other,0,0,0,1,2,2,2,2,3,2,3,3,2,5,2,2,2,3,61,2,3
852,-18771110,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,-1,2,8,3,1,3,2,33,4,4
853,470133111,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,1,4,4,2,1,2,1,49,1,7
854,14729486,3,WorkingClass,Center,TrustTrad,0,0,0,0,2,2,1,3,3,2,3,19,3,3,2,1,2,2,93,3,5
855,114087765,1,MiddleClass,Refused/DNt,TrustNone,0,0,0,0,2,2,2,2,2,1,1,13,5,6,4,1,9,3,58,2,7
856,53879033,1,WorkingClass,Center,TrustNone,1,0,0,1,2,2,2,2,1,2,1,0,3,8,3,1,2,3,70,3,1
857,32730560,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,2,1,2,3,3,3,3,1,1,2,2,32,2,4
858,80803585,3,LowerMiddle,Center,TrustWebOnly,1,0,0,0,2,2,3,2,2,3,3,0,9,9,1,1,3,2,57,4,7
859,60302291,3,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,2,3,2,2,3,16,9,4,2,1,3,1,33,4,6
860,-7427635,1,WorkingClass,Right,TrustNone,0,0,0,0,2,1,2,2,1,2,1,6,3,5,2,1,9,1,54,5,7
861,82806321,3,WorkingClass,Center,TrustAll,0,0,0,1,2,1,2,2,2,2,3,20,5,6,2,1,1,3,95,5,6
862,362097416,3,WorkingClass,Right,TrustAll,0,0,0,1,1,3,2,1,2,2,3,8,2,9,2,1,3,1,59,2,4
863,386286785,3,UpperMiddleClass,Right,TrustAll,0,0,0,1,1,1,2,1,2,1,3,21,2,8,1,2,2,1,39,1,7
864,224445555,1,WorkingClass,Refused/DNt,Other,0,0,0,0,1,2,2,2,3,3,1,4,3,6,4,1,2,2,57,2,5
865,424298211,3,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,2,1,3,19,3,3,3,1,3,2,60,2,1
866,307485164,1,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,1,2,1,4,2,4,4,1,3,3,52,2,2
867,173544952,3,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,11,4,9,3,1,3,2,45,4,8
868,374922965,3,WorkingClass,Refused/DNt,TrustWebOnly,1,0,0,0,2,2,2,2,3,3,3,8,9,97,4,2,3,3,64,5,1
869,475564163,3,LowerMiddle,Left,TrustTrad,0,0,0,1,2,2,2,2,2,1,3,0,3,97,2,1,2,3,55,4,1
870,32104584,1,MiddleClass,Left,TrustWebOnly,1,0,0,0,2,2,1,2,3,3,1,4,4,98,4,1,2,2,62,6,5
871,422105548,3,WorkingClass,Left,TrustNone,0,0,0,0,3,2,2,3,3,2,3,4,9,5,4,1,3,3,93,4,6
872,286072662,1,WorkingClass,FarRight,TrustNone,0,0,0,1,3,2,2,1,2,2,1,0,4,97,4,1,1,2,62,6,2
873,59270547,1,WorkingClass,Left,TrustAll,0,0,0,1,2,2,2,2,1,1,1,20,2,4,3,1,3,1,39,5,2
874,324181065,3,WorkingClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,0,2,4,3,1,3,1,66,2,8
875,193039944,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,3,4,8,1,2,1,2,81,2,3
876,178398745,3,WorkingClass,Left,TrustTrad,0,0,0,0,2,2,1,2,2,1,3,-1,4,5,1,1,3,3,95,5,4
877,267679410,3,UpperMiddleClass,FarLeft,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,20,4,2,2,1,3,2,64,2,4
878,117310430,3,UpperMiddleClass,Left,TrustNone,0,0,0,1,1,1,2,1,2,1,3,10,2,9,3,2,1,2,73,2,2
879,478277165,1,WorkingClass,Refused/DNt,TrustNone,0,0,0,0,2,2,2,2,3,3,1,13,2,5,4,1,2,3,49,5,6
880,56444473,3,MiddleClass,Left,TrustTrad,0,0,0,1,2,1,2,1,2,2,3,12,2,10,4,1,1,2,58,5,2
881,356404233,3,MiddleClass,Left,TrustAll,0,0,0,0,1,1,2,1,2,1,3,4,2,3,2,1,2,2,40,5,4
882,385504128,2,UpperMiddleClass,Center,TrustTrad,0,0,0,1,2,1,2,1,2,1,2,8,1,4,3,2,2,3,26,1,1
883,182205096,3,LowerMiddle,Left,TrustAll,0,0,0,1,2,1,2,1,2,1,3,13,2,3,3,1,3,3,98,3,1
884,99207863,3,MiddleClass,Center,TrustTrad,0,0,0,0,2,2,2,2,2,1,3,-1,2,3,4,1,2,2,66,4,8
885,342245058,1,WorkingClass,Refused/DNt,Other,0,0,0,1,2,2,2,2,2,2,1,-1,1,1,4,1,1,2,91,5,8
886,97429325,3,MiddleClass,FarRight,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,3,3,6,1,2,3,2,78,5,4
887,53172753,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,1,2,3,0,3,2,3,1,2,2,43,1,8
888,474617531,3,MiddleClass,FarLeft,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,16,2,6,4,1,3,2,68,5,1
889,287761999,3,MiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,1,1,3,11,2,4,2,1,2,2,38,1,2
890,452722933,3,MiddleClass,Center,TrustTrad,0,0,0,1,2,2,2,1,2,1,3,0,2,5,2,1,1,3,36,6,7
891,138995011,3,WorkingClass,Left,TrustAll,0,0,0,1,1,1,1,1,3,3,3,17,2,7,1,1,3,2,50,4,4
892,242542770,2,LowerMiddle,Left,TrustAll,0,0,0,1,1,2,2,1,2,2,2,2,3,1,2,1,3,2,55,5,4
893,365820993,3,WorkingClass,Left,TrustNone,0,0,1,0,2,2,3,2,3,2,3,4,9,10,3,1,9,3,11,6,6
894,437589216,1,MiddleClass,Left,Other,0,0,0,0,2,2,3,3,3,3,1,0,1,9,2,1,1,3,73,5,6
895,359880265,1,WorkingClass,Center,TrustAll,0,0,0,0,2,2,1,1,3,1,1,0,5,3,3,1,9,2,78,5,7
896,473547066,2,WorkingClass,Left,TrustTrad,0,0,0,0,2,2,1,2,2,2,2,4,3,1,2,1,2,3,71,4,7
897,343937175,3,WorkingClass,Left,TrustNone,1,0,0,1,2,1,1,2,3,1,3,3,2,2,3,1,1,2,93,3,5
898,84619759,1,MiddleClass,Left,TrustNone,0,0,0,1,1,1,1,1,1,2,1,4,4,2,3,1,2,3,82,3,8
899,121872924,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,1,3,12,2,8,3,1,3,3,20,1,4
900,125504272,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,11,2,2,4,1,3,3,84,3,8
901,319087930,1,WorkingClass,Center,TrustNone,1,0,0,0,3,2,3,2,3,2,1,2,3,5,4,2,2,3,84,6,6
902,406110374,1,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,3,2,3,2,1,8,9,5,4,1,2,3,87,6,6
903,196451142,1,MiddleClass,Left,TrustTrad,0,0,0,1,2,2,2,1,1,1,1,0,4,9,2,1,1,2,71,4,8
904,244329793,2,UpperMiddleClass,Right,TrustAll,0,0,0,1,2,1,2,1,2,2,2,9,2,2,3,1,1,2,95,5,5
905,206358382,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,2,2,1,3,12,3,5,2,1,3,1,49,4,8
906,58183320,3,LowerMiddle,FarLeft,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,11,2,10,3,1,2,2,36,2,2
907,365766547,3,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,11,2,3,2,1,1,2,62,2,5
908,380830717,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,13,2,8,2,1,3,3,64,4,1
909,265144743,3,UpperMiddleClass,Left,TrustAll,0,0,0,1,1,1,1,1,2,1,3,0,2,4,2,1,2,2,63,6,4
910,266923711,3,UpperMiddleClass,Right,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,2,3,8,3,2,2,2,45,5,2
911,211398342,1,UpperMiddleClass,Center,TrustAll,0,0,0,1,1,1,2,1,2,1,1,1,3,5,1,1,2,2,72,1,8
912,314655635,1,MiddleClass,Left,TrustNone,0,0,0,1,2,2,2,1,3,1,1,4,2,4,3,1,3,2,81,4,4
913,100775536,3,MiddleClass,Center,TrustNone,1,0,0,0,2,2,2,3,2,3,3,20,3,4,3,1,1,3,99,2,6
914,222672912,3,MiddleClass,Right,TrustTrad,0,0,0,1,2,1,2,1,2,1,3,10,4,4,3,1,2,3,18,5,2
915,403281940,1,WorkingClass,Refused/DNt,TrustNone,1,0,0,0,2,2,1,2,3,3,1,16,4,4,3,2,3,3,82,5,6
916,295062248,3,LowerMiddle,Center,TrustNone,1,0,0,0,2,2,1,2,3,1,3,12,2,6,1,1,2,3,98,2,3
917,329144691,1,UpperClass,Left,TrustNone,0,0,0,0,2,2,2,3,3,3,1,18,9,97,3,1,3,2,98,4,1
918,356470482,3,UpperMiddleClass,Center,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,0,4,8,4,1,2,2,78,5,4
919,140354429,3,LowerMiddle,Center,TrustWebOnly,0,0,0,1,3,2,2,3,3,2,3,4,5,97,1,1,3,3,67,4,7
920,469603652,3,WorkingClass,FarRight,TrustNone,1,0,0,0,2,2,3,2,2,2,3,2,9,97,4,1,9,2,57,2,7
921,482283631,1,WorkingClass,Center,TrustNone,1,0,0,0,2,2,2,2,3,3,1,3,9,98,3,2,9,3,72,4,7
922,380835162,3,MiddleClass,Left,TrustNone,0,0,0,1,1,2,1,1,3,3,3,16,1,5,3,1,2,3,69,5,4
923,464485578,1,UpperMiddleClass,Right,TrustAll,0,0,0,1,2,1,1,3,2,2,1,1,4,4,3,1,2,1,32,1,3
924,159396783,3,UpperClass,Left,TrustTrad,0,0,0,1,1,2,2,1,2,1,3,20,2,3,3,1,2,2,66,3,8
925,136079853,3,MiddleClass,Left,TrustAll,0,0,0,0,3,2,2,2,3,2,3,4,1,3,4,1,3,3,80,2,7
926,90442428,2,MiddleClass,Left,TrustAll,0,0,0,1,2,1,1,1,2,1,2,10,5,7,2,2,2,2,66,2,5
927,220882337,3,MiddleClass,Right,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,12,2,3,4,1,3,2,23,3,1
928,448543731,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,1,1,2,2,3,3,2,4,2,1,2,2,73,4,6
929,251630079,3,WorkingClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,2,4,5,1,1,2,3,46,5,1
930,231708119,1,WorkingClass,Left,TrustNone,0,0,0,0,2,2,2,2,2,3,1,1,3,2,2,1,3,2,45,3,2
931,479087996,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,9,3,10,3,1,2,1,50,2,2
932,472176898,3,MiddleClass,Center,TrustTrad,0,0,1,1,1,1,1,1,1,1,3,6,4,3,4,1,2,2,53,2,4
933,415581159,3,UpperMiddleClass,Right,TrustAll,0,0,0,1,1,1,2,2,2,1,3,13,4,3,2,1,2,2,75,5,8
934,346278050,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,1,2,3,2,2,6,3,2,3,2,25,2,2
935,390940,1,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,1,2,3,2,1,20,4,6,3,1,3,2,68,2,7
936,280766021,1,WorkingClass,Center,TrustNone,0,0,0,0,2,2,2,2,3,3,1,13,4,2,4,2,2,3,100,1,6
937,113014267,3,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,1,1,2,1,3,7,2,7,3,2,2,2,51,4,8
938,380896880,1,MiddleClass,Center,TrustAll,0,0,0,1,1,2,2,1,1,2,1,0,1,9,2,1,1,2,82,5,1
939,95640916,4,WorkingClass,Center,TrustAll,0,0,0,1,1,1,3,1,2,2,4,4,2,7,2,1,2,1,97,1,1
940,221136565,3,LowerMiddle,Center,TrustAll,0,0,0,1,1,1,2,2,2,1,3,13,2,10,3,1,1,2,27,5,4
941,98761770,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,11,2,4,1,1,1,2,73,3,6
942,288657810,3,UpperClass,Refused/DNt,TrustTrad,0,0,0,1,2,1,2,1,2,1,3,2,2,9,2,1,1,2,20,2,3
943,419305878,3,MiddleClass,FarLeft,TrustAll,0,0,0,1,1,1,2,1,2,2,3,18,4,4,4,1,1,2,57,4,2
944,402234731,1,WorkingClass,Center,Other,1,0,1,0,2,2,3,2,3,2,1,17,5,6,1,1,3,3,99,2,7
945,30612541,3,LowerMiddle,Center,TrustTrad,0,0,0,1,1,1,2,1,1,2,3,4,2,3,3,1,3,1,38,5,5
946,127584085,3,WorkingClass,Center,TrustNone,0,0,0,1,1,1,2,1,2,1,3,10,4,6,4,1,3,2,74,5,3
947,-720895,1,WorkingClass,Center,TrustNone,1,0,0,0,3,2,1,3,3,3,1,1,2,10,4,2,9,3,105,2,7
948,440539575,3,WorkingClass,Center,TrustNone,0,0,0,1,1,2,1,3,2,1,3,6,3,1,3,1,3,1,35,2,6
949,309840032,3,LowerMiddle,Center,TrustNone,0,0,0,0,1,2,1,1,3,1,3,0,4,6,1,1,2,3,87,6,3
950,197501102,1,MiddleClass,Left,TrustWebOnly,1,0,0,0,2,1,2,2,3,2,1,20,3,2,4,1,2,3,70,6,1
951,297005337,1,WorkingClass,FarLeft,TrustWebOnly,1,0,0,0,2,2,3,3,3,1,1,15,3,1,1,1,1,3,95,5,4
952,71816071,2,WorkingClass,Left,TrustAll,0,0,0,1,2,3,3,3,2,2,2,4,9,9,2,1,3,3,41,6,7
953,363418868,3,MiddleClass,Left,TrustNone,0,0,0,1,1,1,1,2,2,1,3,20,3,2,1,1,3,3,79,3,2
954,12838428,3,MiddleClass,Left,TrustAll,0,0,0,1,1,1,2,1,2,1,3,19,1,5,2,1,1,3,92,5,1
955,216579744,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,2,1,1,2,2,1,3,19,2,5,4,1,1,3,100,5,1
956,393659578,3,MiddleClass,Center,TrustNone,0,0,0,1,3,1,1,2,3,2,3,16,4,3,3,1,3,2,45,4,7
957,476093216,3,WorkingClass,Center,Other,0,0,0,1,2,2,2,2,3,3,3,20,4,5,1,1,2,3,54,5,7
958,414970664,3,MiddleClass,FarLeft,TrustTrad,0,0,0,1,1,1,1,1,1,1,3,18,4,3,2,1,3,2,68,4,2
959,201486690,2,LowerMiddle,Right,Other,0,0,0,1,1,1,3,1,1,1,2,2,3,4,2,1,2,3,80,1,1
960,69147455,3,WorkingClass,Right,TrustNone,1,0,0,0,2,2,3,2,3,3,3,14,1,1,4,1,2,3,48,4,4
961,368833042,1,MiddleClass,Center,TrustTrad,0,0,0,0,2,1,2,1,2,2,1,14,4,10,3,1,2,1,76,3,6
962,475554400,3,WorkingClass,Left,TrustNone,0,0,0,0,1,1,3,1,2,1,3,12,1,9,4,1,2,3,69,6,1
963,258438580,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,4,2,7,2,1,1,3,33,4,8
964,256666315,1,LowerMiddle,Right,TrustTrad,0,0,0,1,2,1,2,1,2,1,1,2,4,2,4,2,1,3,75,4,2
965,294906175,1,WorkingClass,Center,Other,0,0,0,1,2,2,3,3,2,3,1,2,5,5,3,2,1,2,24,4,7
966,188327841,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,1,1,2,1,3,8,5,2,3,2,1,1,48,5,1
967,402238692,3,MiddleClass,Right,TrustAll,0,0,0,0,1,1,1,1,2,1,3,9,5,9,2,2,2,3,28,2,1
968,484614034,2,WorkingClass,FarLeft,TrustNone,1,0,0,1,3,2,1,1,2,1,2,8,5,4,3,2,2,3,94,2,4
969,153304546,4,UpperMiddleClass,Center,TrustNone,0,0,0,1,1,1,2,1,2,2,4,0,2,7,3,1,1,2,38,3,2
970,356729958,3,LowerMiddle,Center,Other,1,0,0,0,2,2,3,2,2,1,3,3,5,4,2,2,3,3,67,4,7
971,465329075,3,UpperClass,FarLeft,TrustWebOnly,0,0,0,0,1,2,3,1,3,1,3,3,2,10,3,1,1,3,89,6,4
972,246395023,9,LowerMiddle,Right,TrustTrad,0,0,0,1,1,1,2,1,2,1,9,2,3,97,2,1,3,3,19,4,8
973,8524089,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,2,3,3,2,4,1,1,3,2,77,5,2
974,383229362,3,MiddleClass,Left,TrustAll,0,0,0,1,1,2,2,1,2,2,3,19,2,6,2,1,3,3,38,4,2
975,-1282374,1,WorkingClass,Center,TrustWebOnly,0,0,1,0,1,3,3,3,3,3,1,10,9,5,1,1,3,2,54,5,7
976,52479860,3,LowerMiddle,Left,TrustTrad,0,0,0,1,1,1,1,2,2,1,3,0,2,3,2,2,3,2,55,5,3
977,230885415,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,0,3,4,3,1,2,3,21,3,1
978,408548269,2,UpperMiddleClass,Left,Other,1,0,0,1,3,2,2,2,3,1,2,20,2,97,3,2,3,3,74,2,4
979,245297940,3,WorkingClass,Center,TrustAll,0,0,0,1,1,2,1,1,2,1,3,7,2,1,2,1,2,1,63,5,2
980,166016193,4,UpperClass,Center,TrustTrad,0,0,0,1,1,1,2,1,2,1,4,4,4,6,3,1,3,2,77,6,2
981,61745743,3,MiddleClass,Center,TrustTrad,0,0,0,1,1,1,2,2,1,1,3,16,3,8,3,2,3,3,62,2,2
982,295100866,1,WorkingClass,Right,TrustAll,1,0,0,0,2,2,2,2,3,3,1,13,2,1,4,2,9,3,39,6,5
983,371014659,2,MiddleClass,Left,TrustTrad,0,0,0,1,2,2,2,1,3,1,2,1,2,8,3,2,1,3,79,6,8
984,173105627,2,MiddleClass,Center,TrustAll,0,0,0,1,2,3,2,1,2,1,2,15,2,5,2,1,2,2,94,6,7
985,228213022,3,UpperClass,Refused/DNt,TrustAll,0,0,0,0,1,2,2,1,3,2,3,17,3,97,2,1,3,3,58,3,6
986,482505488,3,MiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,1,2,5,2,1,3,2,63,2,3
987,292511995,3,UpperMiddleClass,Left,TrustTrad,0,0,0,1,1,1,2,1,2,1,3,1,2,3,3,2,1,2,33,1,3
988,14803292,1,WorkingClass,Center,TrustAll,1,0,0,1,2,2,1,1,2,1,1,11,4,4,4,1,1,3,58,4,2
989,133494175,2,WorkingClass,Center,TrustAll,0,0,0,1,2,2,3,2,3,3,2,0,2,97,3,1,3,3,97,6,4
